brand,productName,category,usedFor,ingredientsUrl,price,description,instructions,fullIngredientList,img,size,ingredientList
The Ordinary,Pycnogenol 5%,Serum,"Anti-Aging, Hydration, Oiliness",https://theordinary.deciem.com/product/rdn-pycnogenol-5pct-15ml?redir=1,9.4,A serum that works to nurture the skin with the aim of enhancing hydration and improving the appearance of skin’s elasticity.,"Apply alone or after water-based serums, before oils or heavier creams.","Propanediol, Pinus Pinaster Bark Extract",https://www.sephora.com/productimages/product/p455898-av-01-zoom.jpg?imwidth=1166,15 mL / 0.5 fl oz,
The Ordinary,Resveratrol 3% + Ferulic Acid 3%,Acid,Uneven Skin Tone,https://theordinary.deciem.com/product/rdn-resveratrol-3pct-ferulic-acid-3pct-30ml?redir=1,7.9,"A water-free, high-potency antioxidant formula with three percent resveratrol and three percent ferulic acid.","Apply alone or after water-based serums, before oils or heavier creams.","Propanediol, Resveratrol, Ferulic Acid",https://www.sephora.com/productimages/product/p442755-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Squalane Cleanser,Cleanser,Cleansing,https://theordinary.deciem.com/product/rdn-squalane-cleanser-50ml?redir=1,7.9,"A gentle, moisturizing facial cleanser.","Dispense product into hands. Rub hands together to warm the product, allowing it to melt into an oil. Massage well onto dry face and rinse with warm water.","Squalane, Water, Coco-Caprylate/Caprate, Glycerin, Sucrose Stearate, Ethyl Macadamiate, Caprylic/Capric Triglyceride, Sucrose Laurate, Hydrogenated Starch Hydrolysate, Sucrose Dilaurate, Sucrose Trilaurate, Polyacrylate Crosspolymer-6, Isoceteth-20, Sodium Polyacrylate, Tocopherol, Hydroxymethoxyphenyl Decanone, Trisodium Ethylenediamine Disuccinate, Malic Acid, Ethylhexylglycerin, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-squalane-cleanser-50ml.png?ver=17,50 mL / 1.7 fl oz,
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Acid,"Acne, Exfoliation, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-aha-30pct-bha-2pct-peeling-solution-30ml?redir=1,7.2,An exfoliating solution to help fight visible blemishes and improve the look of skin texture and radiance.,"Clean face and wait for skin to dry. Do not use on wet skin. Apply evenly across face and neck using fingertips, avoiding the eye area. Leave on for no more than 10 minutes. Rinse thoroughly with lukewarm water. This low-viscosity solution is intended to be used as a masque. Do not leave on for longer than 10 minutes. It is not recommended to use more than twice per week.","Glycolic Acid, Water, Aloe Barbadensis Leaf Water, Sodium Hydroxide, Daucus Carota Sativa Extract, Propanediol, Cocamidopropyl Dimethylamine, Salicylic Acid, Potassium Citrate, Lactic Acid, Tartaric Acid, Citric Acid, Panthenol, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Glycerin, Pentylene Glycol, Xanthan gum, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, Potassium Sorbate, Sodium Benzoate, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol.",https://www.sephora.com/productimages/product/p442563-av-04-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Azelaic Acid Suspension 10%,Acid,Brightening,https://theordinary.deciem.com/product/rdn-azelaic-acid-suspension-10pct-30ml?redir=1,7.9,The multifunctional formula acts as an effective antioxidant and offers a very high 10 percent concentration of high-purity azelaic acid in a lightweight cream-gel format.,Apply to face AM and/or PM to improve visible brightness and the appearance of skin texture.,"Water, Isodecyl Neopentanoate, Dimethicone, Azelaic Acid, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Dimethyl Isosorbide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, Isohexadecane, Tocopherol, Trisodium Ethylenediamine Disuccinate, Isoceteth-20, Polysorbate 60, Triethanolamine, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-azelaic-acid-suspension-10pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Glycolic Acid 7% Toning Solution,Toner,"Acne, Brightening, Exfoliation, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-glycolic-acid-7pct-toning-solution-240ml?redir=1,8.7,"An exfoliating toning solution with seven percent glycolic acid, amino acids, aloe vera, ginseng, and tasmanian pepperberry.","Use ideally in the PM, no more frequently than once per day. After cleaning, saturate a cotton pad with the formula and sweep across face and neck","Water, Glycolic Acid, Rosa damascena flower water, Centaurea cyanus flower water, Aloe Barbadensis Leaf Water, Propanediol, Glycerin, Triethanolamine, Aminomethyl Propanol, Panax Ginseng Root Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Aspartic Acid, Alanine, Glycine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glutamic Acid, Arginine, PCA, Sodium PCA, Sodium Lactate, Fructose, Glucose, Sucrose, Urea, Hexyl Nicotinate, Dextrin, Citric Acid, Polysorbate 20, Gellan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Benzoate, 1,2-Hexanediol, Caprylyl Glycol.",https://theordinary.deciem.com/images/products/rdn-glycolic-acid-7pct-toning-solution-240ml.png?ver=17,240 mL / 8 fl oz,
The Ordinary,Lactic Acid 10% + HA,Acid,"Anti-Aging, Brightening, Redness, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-lactic-acid-10pct-ha-2pct-30ml?redir=1,6.8,"A high-strength lactic acid peeling formula for smoother, healthier-looking skin.","Apply once per day, ideally in the PM. Can be diluted with other treatments to reduce strength until skin develops tolerance.","Aqua (Water), Lactic Acid, Glycerin, Pentylene Glycol, Propanediol, Sodium Hydroxide, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Acacia Senegal Gum, Xanthan Gum, Isoceteth-20, Trisodium Ethylenediamine Disuccinate, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol",https://www.sephora.com/productimages/product/p427413-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Lactic Acid 5% + HA,Acid,"Anti-Aging, Brightening, Exfoliation, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-lactic-acid-5pct-ha-2pct-30ml?redir=1,6.5,This 5% formulation offers very mild exfoliation and is supported with a purified Tasmanian pepperberry known to reduce signs of inflammation and sensitivity that is often associated with exfoliation.,"Apply once per day, ideally in the PM. Can be diluted with other treatments to reduce strength until skin develops tolerance.","Aqua (Water), Lactic Acid, Glycerin, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Acacia Senegal Gum, Xanthan Gum, Isoceteth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-lactic-acid-5pct-ha-2pct-30ml.png?ver=17,30 mL / 1 oz,
The Ordinary,Mandelic Acid 10% + HA,Acid,"Acne, Anti-Aging, Exfoliation, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-mandelic-acid-10pct-ha-30ml?redir=1,6.8,Offers superficial dermal peeling that is gentler than other alpha hydroxy acids.,"Apply once per day, ideally in the PM. Can be diluted with other treatments to reduce strength until skin develops tolerance.","Propanediol, Aqua (Water), Mandelic Acid, Glycerin, Dimethyl Isosorbide, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Pentylene Glycol, Polysorbate 20, Sodium Hydroxide, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-mandelic-acid-10pct-ha-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Salicylic Acid 2% Masque,Acid,"Acne, Brightening, Exfoliation, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-salicylic-acid-2pct-masque-50ml?redir=1,12,A mask formulated to target lackluster tone and textural irregularities.,"Use once or twice a week on thoroughly clean, dry skin. Do not use on wet skin. Apply evenly across face using fingertips, avoiding the eye area. Leave on for no more than 10 minutes. Rinse thoroughly with lukewarm water.","Aqua (Water), Kaolin, Squalane, Glycerin, Dimethyl Isosorbide, Silica Cetyl Silylate, Salicylic Acid, Sodium Polyacrylate, Pentylene Glycol, Charcoal Powder, 4-t-Butylcyclohexanol, Sclerotium Gum, Acacia Senegal Gum, Xanthan Gum, Phytic Acid, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, Chlorphenesin, Phenoxyethanol",https://www.sephora.com/productimages/product/p448530-av-02-zoom.jpg?imwidth=1166,50 mL / 1.7 fl oz,
The Ordinary,Salicylic Acid 2% Solution,Acid,Acne,https://theordinary.deciem.com/product/rdn-salicylic-acid-2pct-solution-30ml?redir=1,5.3,This 2% treatment solution helps exfoliate the inside walls of pores to fight the appearance of blemishes and for better visible skin clarity with continued use.,Use in the AM and PM. Apply a small dot directly on spots for visible improvement or apply a small amount over the face to maintain visible clarity with continued use.,"Aqua (Water), Hamamelis Virginiana Leaf Water, Cocamidopropyl Dimethylamine, Salicylic Acid, Dimethyl Isosorbide, Trisodium Ethylenediamine Disuccinate, Citric Acid, Polysorbate 20, Hydroxyethylcellulose, Ethoxydiglycol, Potassium Sorbate, Sodium Benzoate, 1,2-hexanediol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-salicylic-acid-2pct-solution-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,"""B"" Oil",Oil,"Anti-Aging, Brightening, Hydration",https://theordinary.deciem.com/product/rdn-b-oil-30ml?redir=1,9.2,"A nourishing formula that contains a blend of oils to fight dehydration and signs of aging, while providing antioxidant and healthy skin support.",Apply a few drops daily or as needed to entire face ideally after water-based treatments.,"Caprylic/Capric Triglyceride, Squalane, Crambe Abyssinica Seed Oil, Bisabolol, Simmondsia Chinensis Seed Oil, Ethylhexyl Stearate, Isochrysis Galbana Extract, Adansonia Digitata Seed Oil, Argania Spinosa Kernel Oil, Borago Officinalis Seed Oil, Rosa Canina Seed Oil, Sclerocarya Birrea Seed Oil, Oenocarpus Bataua Fruit Oil, Plukenetia Volubilis Seed Oil, Bertholletia Excelsa Seed Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Hydroxymethoxyphenyl Decanone, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol",https://theordinary.deciem.com/images/social/2018-06-29-rdn-b-oil-30ml.jpg?ver=1,30 mL / 1 fl oz,
The Ordinary,100% Cold-Pressed Virgin Marula Oil,Oil,"Brightening, Hydration",https://theordinary.deciem.com/product/rdn-100pct-cold-pressed-virgin-marula-oil-30ml?redir=1,9.9,"Marula oil offers antioxidants, hydrates the skin and is claimed to help restore a radiant tone.",Apply a few drops to the entire face once daily or as needed.,Sclerocarya Birrea Seed Oil,https://theordinary.deciem.com/images/social/2017-08-21-rdn-100pct-cold-pressed-virgin-marula-oil-30ml.jpg?ver=1,30 mL / 1 fl oz,
The Ordinary,100% Organic Cold-Pressed Borage Seed Oil,Oil,"Hydration, Redness",https://theordinary.deciem.com/product/rdn-100pct-organic-cold-pressed-borage-seed-oil-30ml?redir=1,4.2,"Borage Seed Oil offers a calming effect, helps maintain healthy skin and is suited particularly well for the dry and/or irritated skin conditions.",Apply a few drops daily or as needed to entire face ideally after water-based treatments.,Borago Officinalis Seed Oil,https://theordinary.deciem.com/images/products/rdn-100pct-organic-cold-pressed-borage-seed-oil-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,100% Organic Cold-Pressed Moroccan Argan Oil,Oil,Hydration,https://theordinary.deciem.com/product/rdn-100pct-organic-cold-pressed-moroccan-argan-oil-30ml?redir=1,6.8,A daily support formula for hair and skin.,Apply a few drops to the entire face once daily or as needed.,Argania Spinosa Kernel Oil,https://www.sephora.com/productimages/product/p447596-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,"100% Organic Cold-Pressed
Rose Hip Seed Oil",Oil,Anti-Aging,https://theordinary.deciem.com/product/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml?redir=1,9.8,"This formulation uses 100 percent pure rosehip seed oil— rich in linoleic acid, linolenic acid, and pro-vitamin A—that is both cold-pressed and organic. This oil has been shown to reduce signs of photo-aging and many other skin conditions.","Apply once a day to the face, ideally at bedtime after application of water-based treatments.",Rosa Canina Seed Oil,https://theordinary.deciem.com/images/products/rdn-100pct-organic-cold-pressed-rose-hip-seed-oil-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,100% Organic Virgin Sea-Buckthorn Fruit Oil,Oil,Brightening,https://theordinary.deciem.com/product/rdn-100pct-organic-virgin-sea-buckthorn-fruit-oil-30ml?redir=1,14.9,"This formulation contains 100% pure Sea-Buckthorn Fruit oil that is sustainably-sourced, organic, unrefined and virgin in origin. It helps to protect the skin from free radical damage and to maintain the skin’s normal barrier function.","Mix a few drops with other treatments in the palm of your hand and apply to the face, ideally at bedtime after application of water-based treatments.",Hippophae Rhamnoides Fruit Oil,https://theordinary.deciem.com/images/products/rdn-100pct-organic-virgin-sea-buckthorn-fruit-oil-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,100% Plant-Derived Hemi-Squalane,Oil,"Anti-Aging, Hydration",https://theordinary.deciem.com/product/rdn-100pct-plant-derived-hemi-squalane-30ml?redir=1,3.95,Squalane and Hemi-Squalane are both excellent non-comedogenic emollients that can help to reduce the ongoing loss of hydration that weakens dermal elasticity and suppleness.,Apply a few drops to the entire face once daily or as needed.,C13-16 Isoparaffin,https://theordinary.deciem.com/images/products/rdn-100pct-plant-derived-hemi-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,100% Plant-Derived Squalane,Oil,"Anti-Aging, Hydration",https://theordinary.deciem.com/product/rdn-100pct-plant-derived-squalane-30ml?redir=1,7.9,"Squalane is a saturated and stable hydrocarbon that is found naturally in the skin. It has very high emollience, is an exceptional hydrator and can prevent ongoing loss of hydration that impairs dermal suppleness.",Apply a few drops daily or as needed to entire face ideally after water-based treatments.,Squalane,https://theordinary.deciem.com/images/products/rdn-100pct-plant-derived-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Amino Acids + B5,Oil,"Anti-Aging, Hydration",https://theordinary.deciem.com/product/rdn-amino-acids-b5-30ml?redir=1,6.8,"A lightweight, concentrated hydration support formula with 17 percent amino acids (including amino acid derivatives) and five percent vitamin B5.","Apply a few drops to face in the AM and PM before creams. A tingling sensation can be expected after application. If the sensation is too strong to tolerate, the formula can be mixed with other creams or serums of your preference before each application to reduce the strength.","Aqua (Water), Propanediol, Betaine, Sodium PCA, Panthenol, Sodium Lactate, Arginine, PCA, Aspartic Acid, Glycine, Alanine, Serine, Threonine, Valine, Proline, Isoleucine, Lysine HCl, Histidine, Phenylalanine, Glutamic Acid, Citric Acid, Dimethyl Isosorbide, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol",https://theordinary.deciem.com/images/social/2018-07-16-rdn-amino-acids-b5-30ml.jpg?ver=1,30 mL / 1 fl oz,
The Ordinary,Hyaluronic Acid 2% + B5,Serum,Hydration,https://theordinary.deciem.com/product/rdn-hyaluronic-acid-2pct-b5-30ml?redir=1,6.8,"A hydrating formula with ultra-pure, vegan hyaluronic acid.",Apply a few drops to face AM and PM before creams.,"Aqua (Water), Sodium Hyaluronate, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Panthenol, Ahnfeltia Concinna Extract, Glycerin, Trisodium Ethylenediamine Disuccinate, Citric Acid, Isoceteth-20, Ethoxydiglycol, Ethylhexylglycerin, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-hyaluronic-acid-2pct-b5-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Marine Hyaluronics,Serum,Hydration,https://theordinary.deciem.com/product/rdn-marine-hyaluronics-30ml?redir=1,6.8,A serum that brings together lightweight marine-derived water reservoirs that attract and hold water like hyaluronic acid.,Apply a few drops to face AM and PM before creams.,"Aqua (Water), Glycerin, Algae Extract, Pseudoalteromonas Exopolysaccharides, Pseudoalteromonas Ferment Extract, Ahnfeltia Concinna Extract, Arginine, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Aspartic Acid, PCA, Sodium PCA, Sodium Lactate, Salicylic Acid, Citric Acid, Propanediol, Dimethyl Isosorbide, Ethoxydiglycol, Polysorbate 20, Potassium Sorbate, Sodium Salicylate, Sodium Benzoate, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol",https://www.sephora.com/productimages/product/p455899-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Natural Moisturizing Factors + HA,Moisturizer,Hydration,https://theordinary.deciem.com/product/rdn-natural-moisturizing-factors-ha-30ml?redir=1,5.8,"A hydrating formula with amino acids, dermal lipids, and hyaluronic acid.",Apply after serums as needed for effective surface hydration.,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-natural-moisturizing-factors-ha-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Alpha Arbutin 2% + HA,Serum,"Anti-Aging, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-alpha-arbutin-2pct-ha-30ml?redir=1,8.9,Alpha Arbutin reduces the looks of spots and hyperpigmentation. It's used at a high two percent concentration versus a standard concentration of one percent and supported with a form of hyaluronic acid for enhanced delivery.,Apply a few drops to the entire face in the AM and PM as part of your skincare regimen.,"Water, Alpha-Arbutin, Polyacrylate Crosspolymer-6, Hydrolyzed Sodium Hyaluronate, Propanediol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Lactic Acid, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.",https://www.sephora.com/productimages/product/p427412-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Caffeine Solution 5% + EGCG,Serum,"Anti-Aging, Brightening, Dark Circles",https://theordinary.deciem.com/product/rdn-caffeine-solution-5pct-egcg-30ml?redir=1,6.7,Reduces Appearance of Eye Contour Pigmentation and of Puffiness,"Massage a small amount onto the eye contour AM and PM. If irritation occurs,","Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract, Urea, Pentylene Glycol, Hydroxyethylcellulose, Polyacrylate Crosspolymer-6, Xanthan gum, Lactic Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Propyl Gallate, Dimethyl Isosorbide, Benzyl Alcohol, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol",https://theordinary.deciem.com/images/products/rdn-caffeine-solution-5pct-egcg-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,"Oiliness, Scarring",https://theordinary.deciem.com/product/rdn-niacinamide-10pct-zinc-1pct-30ml?redir=1,5.9,Niacinamide (Vitamin B3) is indicated to reduce the appearance of skin blemishes and congestion,Apply to entire face morning and evening before heavier creams.,"Aqua (Water), Niacinamide, Pentylene Glycol, Zinc PCA, Dimethyl Isosorbide, Tamarindus Indica Seed Gum, Xanthan gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-niacinamide-10pct-zinc-1pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,“Buffet”,Serum,"Anti-Aging, Brightening, Hydration, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-buffet-30ml?redir=1,14.8,"A multi-peptide serum with syn-ake, matrixyl synthe-6, matrixyl 3000, argirelox, hyaluronic acid, amino acids and bio-derivatives to target multiple signs of aging.",Apply a few drops to entire face in the AM and PM after cleaning.,"Water, Glycerin, Lactococcus Ferment Lysate, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-buffet-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,“Buffet” + Copper Peptides 1%,Serum,"Anti-Aging, Hydration",https://theordinary.deciem.com/product/rdn-buffet-copper-peptides-1pct-30ml?redir=1,28.9,A multi-technology peptide serum that targets various visible signs of aging.,Apply to the entire face in the AM and PM after cleaning.,"Water, Glycerin, Lactococcus Ferment Lysate, Copper Tripeptide-1, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, Dimethyl Isosorbide, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p442752-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Argireline Solution 10%,Serum,Anti-Aging,https://theordinary.deciem.com/product/rdn-argireline-solution-10pct-30ml?redir=1,7.9,A serum that target visible signs of aging.,Apply a few drops on the forehead and around the eyes twice daily before heavier treatments.,"Aqua (Water), Propanediol, Acetyl Hexapeptide-8, Trisodium Ethylenediamine Disuccinate, Gellan Gum, Sodium Chloride, Isoceteth-20, Dimethyl Isosorbide, Potassium Sorbate, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p442753-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Matrixyl 10% + HA,Serum,Anti-Aging,https://theordinary.deciem.com/product/rdn-matrixyl-10pct-ha-30ml?redir=1,11.5,Matrixyl is a highly-effective peptide composition that has been shown to reduce the look of dynamic wrinkles.,Apply a few drops to face AM and PM.,"Aqua (Water), Glycerin, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Trisodium Ethylenediamine Disuccinate, Carbomer, Polysorbate 20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin",https://www.sephora.com/productimages/product/p427405-av-01-zoom.jpg?imwidth=1166,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 2% Emulsion,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-advanced-retinoid-2pct-30ml?redir=1,9.8,This product uses next-generation retinoid active technologies which have been shown to achieve better reduction in signs of aging than retinol without irritation.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments. Do not use with other retinoid treatments.","Aqua (Water), Glycerin, Caprylic/Capric Triglyceride, Ethyl Linoleate, Propanediol, Dimethyl Isosorbide, Cetearyl Isononanoate, Bisabolol, Hydroxypinacolone Retinoate, Retinol, Tasmannia Lanceolata Fruit/Leaf Extract, Inulin Lauryl Carbamate, Glyceryl Stearate, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Carrageenan, Xanthan Gum, Acacia Senegal Gum, Cetyl Palmitate, Sucrose Laurate, Polysorbate 20, Isoceteth-20, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, Behentrimonium Chloride, Trisodium Ethylenediamine Disuccinate, Disodium EDTA, Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin",https://theordinary.deciem.com/images/products/rdn-advanced-retinoid-2pct-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 2% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-granactive-retinoid-2pct-in-squalane-30ml?redir=1,9.6,This water-free solution contains a 2% concentration of an advanced retinoid active complex called Granactive Retinoid that has been shown to offer better results against multiple signs of aging than retinol without any of the irritation and drawbacks common with retinol.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, C12-15 Alkyl Benzoate, Bisabolol, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Simmondsia Chinensis (Jojoba) Seed Oil, Hydroxypinacolone Retinoate, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone",https://theordinary.deciem.com/images/products/rdn-granactive-retinoid-2pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
The Ordinary,Granactive Retinoid 5% in Squalane,Acid,"Anti-Aging, Scarring, Uneven Skin Tone",https://theordinary.deciem.com/product/rdn-granactive-retinoid-5pct-in-squalane-30ml?redir=1,13.9,This water-free solution contains a 5% concentration of an advanced retinoid active complex called Granactive Retinoid that has been shown to offer better results against multiple signs of aging than retinol without any of the irritation and drawbacks common with retinol.,"Apply a small amount to face in the PM as part of your skincare regimen, after water-based serums but before heavier treatments.","Squalane, C12-15 Alkyl Benzoate, Bisabolol, Dimethyl Isosorbide, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Hydroxypinacolone Retinoate, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone",https://theordinary.deciem.com/images/products/rdn-granactive-retinoid-5pct-in-squalane-30ml.png?ver=17,30 mL / 1 fl oz,
